subject_name,subject_code,subject_map,subject_type,relationship,pred_name,pred_code,pred_map,pred_type
Liyagalawumirr / Layagalawumirr language,N108,NT SD53-02,language term,use for,,N108,,language code
Liyagalawumirr / Layagalawumirr language,N108,NT SD53-02,language term,broader term,Dhuwal languages,,NT SD53,language term
Liyagalawumirr / Layagalawumirr people,N108,NT SD53-02,people term,use for,Layagalawumirr people,N108,NT SD53-02,people term
Liyagalawumirr / Layagalawumirr people,N108,NT SD53-02,people term,use for,,N108,,people code
Liyagalawumirr / Layagalawumirr people,N108,NT SD53-02,people term,broader term,Yirritja moiety,N116,NT SD53-03,people term
Liyagawumirr language,N101,NT SD53-02,language term,use for,,N101,,language code
Liyagawumirr language,N101,NT SD53-02,language term,broader term,Dhuwal languages,,NT SD53,language term
Liyagawumirr language,N101,NT SD53-02,language term,RT,Ding Ding people,N116.G,NT SD53-03,language term
Liyagawumirr people,N101,NT SD53-02,people term,use for,,N101,,people code
Liyagawumirr people,N101,NT SD53-02,people term,broader term,Yirritja moiety,N116,NT SD53-03,people term
Loritja language,C7.1,NT SG52-04,language term,use,Luritja / Loritja language,C7.1,NT SG52-04,language term
Loritja people,C7.1,NT SG52-04,people term,use,Luritja / Loritja people,C7.1,NT SG52-04,people term
Lunga people,K20,WA SE52-06,people term,use,Kija / Gidja people,K20,WA SE52-06,people term
Luritja / Loritja language,C7.1,NT SG52-04,language term,use for,,C7.1,,language code
Luritja / Loritja language,C7.1,NT SG52-04,language term,use for,Loritja language,C7.1,NT SG52-04,language term
Luritja / Loritja language,C7.1,NT SG52-04,language term,broader term,Western Desert languages,,,language term
Luritja / Loritja people,C7.1,NT SG52-04,people term,use for,,C7.1,,people code
Luritja / Loritja people,C7.1,NT SG52-04,people term,use for,Loritja people,C7.1,NT SG52-04,people term
Luritja / Loritja people,C7.1,NT SG52-04,people term,broader term,Western Desert people,,,people term
Lurlmarangu language,N110,NT SD53-03,language term,use for,,N110,,language code
Lurlmarangu language,N110,NT SD53-03,language term,broader term,Yolngu languages - Other,,NT SD53-03,language term
Lurlmarangu people,N110,NT SD53-03,people term,use for,,N110,,people code
Lurlmarangu people,N110,NT SD53-03,people term,broader term,Yirritja moiety,N116,NT SD53-03,people term
Luthigh language,Y12,Qld SC54-15,language term,use for,,Y12,,language code
Luthigh language,Y12,Qld SC54-15,language term,broader term,Northern Paman languages,,,language term
Luthigh language,Y12,Qld SC54-15,language term,narrower term,Teppathiggi language,Y15,Qld SD54-03,language term
Luthigh people,Y12,Qld SC54-15,people term,use for,,Y12,,people code
Luthigh people,Y12,Qld SC54-15,people term,broader term,Angkamuthi / Anggamudi people,Y7,Qld SC54-12,people term
Luthigh people,Y12,Qld SC54-15,people term,narrower term,Doodj people,Y37,Qld SD54-03,people term
Maap language,S49,Vic SJ55-08,language term,use,Bidawal / Bidwell language,S49,Vic SJ55-08,language term
Mabuiag language,Y1,Qld TSI SC54-07,language term,use,Kalaw Lagaw Ya / Kala Lagaw Ya language,Y1,Qld TSI SC54-07,language term
Madarrpa language,N111,NT SD53-07,language term,use for,Madarrpa language,N116.K,NT SD53-07,language term
Madarrpa language,N111,NT SD53-07,language term,use for,,N111,,language code
Madarrpa language,N111,NT SD53-07,language term,broader term,Dhuwala languages,,NT SD53,language term
Madarrpa language,N116.K,NT SD53-07,language term,use,Madarrpa language,N111,NT SD53-07,language term
Madarrpa people,N116.K,NT SD53-07,people term,use for,,N116.K,,people code
Madarrpa people,N116.K,NT SD53-07,people term,broader term,Yirritja moiety,N116,NT SD53-03,people term
Madhalpuyngu language,N116.O,NT SD53-03,language term,use for,,N116.O,,language code
Madhalpuyngu language,N116.O,NT SD53-03,language term,broader term,Djinang languages,,NT SD53,language term
Madhalpuyngu people,N116.O,NT SD53-03,people term,use for,,N116.O,,people code
Madhalpuyngu people,N116.O,NT SD53-03,people term,broader term,Yirritja moiety,N116,NT SD53-03,people term
Madhi Madhi / Madi Madi language,D8,NSW SI54-12,language term,use for,,D8,,language code
Madhi Madhi / Madi Madi language,D8,NSW SI54-12,language term,use for,Madi Madi language,D8,NSW SI54-12,language term
Madhi Madhi / Madi Madi language,D8,NSW SI54-12,language term,broader term,Kulinic language group,,,language term
Madhi Madhi / Madi Madi people,D8,NSW SI54-12,people term,use for,,D8,,people code
Madhi Madhi / Madi Madi people,D8,NSW SI54-12,people term,use for,Madi Madi people,D8,NSW SI54-12,people term
Madhirdirl people,Y141,,people term,use for,,Y141,,people code
Madi Madi language,D8,NSW SI54-12,language term,use,Madhi Madhi / Madi Madi language,D8,NSW SI54-12,language term
Madi Madi people,D8,NSW SI54-12,people term,use,Madhi Madhi / Madi Madi people,D8,NSW SI54-12,people term
Madngele / Madngala / Matngele language,N12,NT SD52-07,language term,use for,Matngele language,N12,NT SD52-07,language term
Madngele / Madngala / Matngele language,N12,NT SD52-07,language term,use for,,N12,,language code
Madngele / Madngala / Matngele language,N12,NT SD52-07,language term,broader term,Eastern Daly language group,,,language term
Madngele / Madngala / Matngele people,N12,NT SD52-07,people term,use for,Matngele people,N12,NT SD52-07,people term
Madngele / Madngala / Matngele people,N12,NT SD52-07,people term,use for,,N12,,people code
Madngele / Madngala / Matngele people,N12,NT SD52-07,people term,broader term,Malak Malak people,N22,NT SD52-08,people term
Madoidja language,A41,WA SG51-05,language term,use for,,A41,,language code
Madoidja language,A41,WA SG51-05,language term,broader term,Western Desert languages,,,language term
Madoidja people,A41,WA SG51-05,people term,use for,,A41,,people code
Madyanydyi / Wanyurr people,Y119,Qld SE55-06,people term,use for,Wanyurr people,Y119,Qld SE55-06,people term
Madyanydyi / Wanyurr people,Y119,Qld SE55-06,people term,use for,,Y119,,people code
Madyanydyi / Wanyurr people,Y119,Qld SE55-06,people term,broader term,Yidiny / Yidindji people,Y117,Qld SE55-06,people term
Madyanydyi / Wanyurr people,Y119,Qld SE55-06,people term,RT,Madyay / Wanyurr language,Y119,Qld SE55-06,people term
Madyay / Wanyurr language,Y119,Qld SE55-06,language term,use for,Wanyurr language,Y119,Qld SE55-06,language term
Madyay / Wanyurr language,Y119,Qld SE55-06,language term,use for,,Y119,,language code
Madyay / Wanyurr language,Y119,Qld SE55-06,language term,broader term,Yidiny / Yidindji language,Y117,Qld SE55-06,language term
Madyay / Wanyurr language,Y119,Qld SE55-06,language term,RT,Madyanydyi / Wanyurr people,Y119,Qld SE55-06,language term
Maiawali language,L40,Qld SF54-15,language term,use,Majuli / Maiawali language,L40,Qld SF54-15,language term
Maiawali people,L40,Qld SF54-15,people term,use,Majuli / Maiawali people,L40,Qld SF54-15,people term
Maiawongi language,W10,WA SH50-15,language term,use,Balardung / Baladon language,W10,WA SH50-15,language term
Maidjara language,N116.L,NT SD53-03,language term,use,Maydyara / Maidjara language,N116.L,NT SD53-03,language term
Maidjara people,N116.L,NT SD53-03,people term,use,Maydyara / Maidjara people,N116.L,NT SD53-03,people term
Majuli / Maiawali language,L40,Qld SF54-15,language term,use for,,L40,,language code
Majuli / Maiawali language,L40,Qld SF54-15,language term,use for,Maiawali language,L40,Qld SF54-15,language term
Majuli / Maiawali language,L40,Qld SF54-15,language term,broader term,Pitta Pitta language group,,,language term
Majuli / Maiawali people,L40,Qld SF54-15,people term,use for,,L40,,people code
Majuli / Maiawali people,L40,Qld SF54-15,people term,use for,Maiawali people,L40,Qld SF54-15,people term
Makarrwanhalmirr language,N139.1,NT SD53-03,language term,use for,,N139.1,,language code
Makarrwanhalmirr language,N139.1,NT SD53-03,language term,broader term,Dhuwala languages,,NT SD53,language term
Makarrwanhalmirr people,N139.1,NT SD53-03,people term,use for,,N139.1,,people code
Makarrwanhalmirr people,N139.1,NT SD53-03,people term,broader term,Yirritja moiety,N116,NT SD53-03,people term
Malak Malak language,N22,NT SD52-08,language term,use for,,N22,,language code
Malak Malak language,N22,NT SD52-08,language term,broader term,Northern Daly language group,,,language term
Malak Malak language,N22,NT SD52-08,language term,narrower term,Yunggor language,N26,NT SD52-08,language term
Malak Malak people,N22,NT SD52-08,people term,use for,,N22,,people code
Malak Malak people,N22,NT SD52-08,people term,narrower term,Kamu / Gamor people,N33,NT SD52-08,people term
Malak Malak people,N22,NT SD52-08,people term,narrower term,Madngele / Madngala / Matngele people,N12,NT SD52-07,people term
Malak Malak people,N22,NT SD52-08,people term,narrower term,Yunggor people,N26,NT SD52-08,people term
Malanbarra / Gulngay language,Y126,Qld SE55-06,language term,use for,Gulngay language,Y126,Qld SE55-06,language term
Malanbarra / Gulngay language,Y126,Qld SE55-06,language term,use for,,Y126,,language code
Malanbarra / Gulngay language,Y126,Qld SE55-06,language term,broader term,Dyirbalic language group,,,language term
Malanbarra / Gulngay people,Y126,Qld SE55-06,people term,use for,Gulngay people,Y126,Qld SE55-06,people term
Malanbarra / Gulngay people,Y126,Qld SE55-06,people term,use for,,Y126,,people code
Malanbarra / Gulngay people,Y126,Qld SE55-06,people term,broader term,Jirrabul / Djirbalngan people,Y123,Qld SE55-05,people term
Malara / Mulara language,N119,NT SD53-03,language term,use for,Mulara language,N119,NT SD53-03,language term
Malara / Mulara language,N119,NT SD53-03,language term,use for,,N119,,language code
Malara / Mulara language,N119,NT SD53-03,language term,broader term,Nhangu languages,,,language term
Malara / Mulara people,N119,NT SD53-03,people term,use for,Mulara people,N119,NT SD53-03,people term
Malara / Mulara people,N119,NT SD53-03,people term,use for,,N119,,people code
Malara / Mulara people,N119,NT SD53-03,people term,broader term,Yirritja moiety,N116,NT SD53-03,people term
Malarbardjuradj / Malarbarrtchorai language,N98,NT SD53-06,language term,use for,,N98,,language code
Malarbardjuradj / Malarbarrtchorai language,N98,NT SD53-06,language term,broader term,Dhuwala languages,,NT SD53,language term
Malarbardjuradj / Malarbarrtchorai people,N98,NT SD53-06,people term,use for,,N98,,people code
Malarbardjuradj / Malarbarrtchorai people,N98,NT SD53-06,people term,broader term,Yirritja moiety,N116,NT SD53-03,people term
Malardordo language,N116.M,NT SD53-04,language term,use for,,N116.M,,language code
Malardordo people,N116.M,NT SD53-04,people term,use for,,N116.M,,people code
Malardordo people,N116.M,NT SD53-04,people term,broader term,Yirritja moiety,N116,NT SD53-03,people term
Malardordo people,N116.M,NT SD53-04,people term,RT,Lamamirri language,N147,NT SD53-04,people term
Malgana language,W18,WA SG50-09,language term,use,Malkana / Malgana language,W18,WA SG50-09,language term
Malgana people,W18,WA SG50-09,people term,use,Malkana / Malgana people,W18,WA SG50-09,people term
Malkana / Malgana language,W18,WA SG50-09,language term,use for,Malgana language,W18,WA SG50-09,language term
Malkana / Malgana language,W18,WA SG50-09,language term,use for,,W18,,language code
Malkana / Malgana language,W18,WA SG50-09,language term,broader term,Kardu languages,,,language term
Malkana / Malgana people,W18,WA SG50-09,people term,use for,Malgana people,W18,WA SG50-09,people term
Malkana / Malgana people,W18,WA SG50-09,people term,use for,,W18,,people code
Malkana / Malgana people,W18,WA SG50-09,people term,narrower term,Buluguda people,W17,WA SG49-08,people term
Malkana / Malgana people,W18,WA SG50-09,people term,narrower term,Damala people,W16,WA SG49-12,people term
Malngin language,K30,WA SE52-06,language term,use for,,K30,,language code
Malngin language,K30,WA SE52-06,language term,broader term,Ngumbin languages,,,language term
Malngin people,K30,WA SE52-06,people term,use for,,K30,,people code
Malngin people,K30,WA SE52-06,people term,broader term,Gurindji people,C20,NT SE52-08,people term
Malpa language,A2,WA SI51-02,language term,use,Kalaako / Malpa language,A2,WA SI51-02,language term
Malpa people,A2,WA SI51-02,people term,use,Kalaako / Malpa people,A2,WA SI51-02,people term
Malyangapa / Malyangaba language,L8,NSW SH54-11,language term,use for,,L8,,language code
Malyangapa / Malyangaba language,L8,NSW SH54-11,language term,broader term,Wangkumara language group,,,language term
Malyangapa / Malyangaba language,L8,NSW SH54-11,language term,narrower term,Ngurunta language,L18,SA SH54-10,language term
Malyangapa / Malyangaba language,L8,NSW SH54-11,language term,narrower term,Yardliyawara language,L7,SA SH54-13,language term
Malyangapa / Malyangaba people,L8,NSW SH54-11,people term,use for,,L8,,people code
Malykaru language,W22,WA SG50-02,language term,use,Warriyangka / Warriyangga language,W22,WA SG50-02,language term
Mamangidigh language,Y31,Qld SD54-03,language term,use,Windawinda / Mamangidigh language,Y31,Qld SD54-03,language term
Mamangidigh people,Y31,Qld SD54-03,people term,use,Windawinda / Mamangidigh people,Y31,Qld SD54-03,people term
Mambangura language,L20,Qld SH54-04,language term,use,Mamwura / Mambangura language,L20,Qld SH54-04,language term
Mambangura people,L20,Qld SH54-04,people term,use,Mamwura / Mambangura people,L20,Qld SH54-04,people term
Mamngaydh language,Y31,Qld SD54-03,language term,use,Windawinda / Mamangidigh language,Y31,Qld SD54-03,language term
Mamngaydh people,Y31,Qld SD54-03,people term,use,Windawinda / Mamangidigh people,Y31,Qld SD54-03,people term
Mamu language,Y122,Qld SE55-06,language term,use for,,Y122,,language code
Mamu language,Y122,Qld SE55-06,language term,broader term,Dyirbalic language group,,,language term
Mamu people,Y122,Qld SE55-06,people term,use for,,Y122,,people code
Mamu people,Y122,Qld SE55-06,people term,broader term,Jirrabul / Djirbalngan people,Y123,Qld SE55-05,people term
Mamwura / Mambangura language,L20,Qld SH54-04,language term,use for,,L20,,language code
Mamwura / Mambangura language,L20,Qld SH54-04,language term,use for,Mambangura language,L20,Qld SH54-04,language term
Mamwura / Mambangura language,L20,Qld SH54-04,language term,broader term,Wangkumara language group,,,language term
Mamwura / Mambangura people,L20,Qld SH54-04,people term,use for,,L20,,people code
Mamwura / Mambangura people,L20,Qld SH54-04,people term,use for,Mambangura people,L20,Qld SH54-04,people term
Manadya / Manaidja language,N116.N,NT SD53-03,language term,use for,,N116.N,,language code
Manadya / Manaidja language,N116.N,NT SD53-03,language term,broader term,Djangu languages,,,language term
Manadya / Manaidja people,N116.N,NT SD53-03,people term,use for,,N116.N,,people code
Manadya / Manaidja people,N116.N,NT SD53-03,people term,broader term,Yirritja moiety,N116,NT SD53-03,people term
Manda language,,NT SD52-07,language term,use,Menthe / Manda language,N6,NT SD52-07,language term
Manda people,,NT SD52-07,people term,use,Menthe / Manda people,N6,NT SD52-07,people term
Mandandanji language,D44,Qld SG55-16,language term,use for,,D44,,language code
Mandandanji language,D44,Qld SG55-16,language term,broader term,Maric language group,,,language term
Mandandanji people,D44,Qld SG55-16,people term,use for,,D44,,people code
Mandjigai language,N116.P,NT SD53-03,language term,use for,,N116.P,,language code
Mandjigai people,N116.P,NT SD53-03,people term,use for,,N116.P,,people code
Mandjigai people,N116.P,NT SD53-03,people term,broader term,Yirritja moiety,N116,NT SD53-03,people term
Mandjindja / Mantjintjarra / Manjiljarra  language,A33,WA SG52-13,language term,use for,,A33,,language code
Mandjindja / Mantjintjarra / Manjiljarra  language,A33,WA SG52-13,language term,use for,Manjiljarra language,A33,WA SG52-13,language term
Mandjindja / Mantjintjarra / Manjiljarra  language,A33,WA SG52-13,language term,use for,Mantjintjarra language,A33,WA SG52-13,language term
